Level 1,Level 2,Level 3,Level 4,Level 5,Content
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,图5网页链接图,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,若d=0。9，则：,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,则AT为：,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,第一步迭代的结果为：,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,  P(1)=0.03*1+0.03*1+0.33*1=0。39,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,  P(2)=0.48*1+0.03*1+0.33*1=0。84,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,  P(3)=0.48*1+0.93*1+0.33*1=1。74,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,第二步迭代的结果为：,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,  P(1)=0.03*0.39+0.03*0.84+0.33*1.74=0.61,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,  P(2)=0.48*0.39+0.03*0.84+0.33*1.74=0.79,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,  P(3)=0.48*0.39+0.93*0.84+0.33*1.74=1.54,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,第N步迭代的结果为：,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,3 PageRank算法的实例,。。。。。。。。。。。。。。。。。,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,PageRank的优点：,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,防止作弊。 一个网页之所以重要是因为指向它的网页重要。,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,一个网页的拥有者很难将指向自己的链入链接强行添加到别人的重要网页中， 因此要影响PageRank的值并不容易。,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,PageRank是一个全局度量并且是独立于查询的。 ,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,所有网页的PageRank值都是离线计算并被保存下来的， 而不是在用户查询时才计算的。 ,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,诟病: 查询非相关性。 它不能分辨在广泛意义上是权威的网页和仅仅在特定的查询话题上是权威的网页。,,
第5章 基于内容分析的数据挖掘模型,第3节  PageRank	,4 PageRank的特点与应用,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,1 HITS的概念,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,1 HITS的概念,HITS是Hypertext Induced Topic Search (超链接诱导主题搜索)的简写。与PageRank采用的静态分级算法不同， HITS是查询相关的。当用户提交一个查询请求后， HITS首先展开一个由搜索引擎返回的相关网页列表， 然后给出两个扩展网页集合的评级， 分别是权威等级(authority ranking)和中心等级(hub ranking)。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,1 HITS的概念,权威(authority): 一个权威的网页拥有众多的链入链接。基本思想是该网页可能含有某些优秀的或者权威的信息，所以得到很多人的信赖并且链接到它。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,1 HITS的概念,中心(hub): 一个中心的网页拥有很多链出链接。该网页作为关于某个特定话题信息的组织者，指向许多包含该话题权威信息的相关网页。  ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,HITS的关键思想:一个好的中心页必然会指向很多好的权威页， 并且一个好的权威页必然会被很多好的中心页所指向。 权威页和中心页有一种互相促进的关系。下图显示了一个稠密连接的中心页和权威页的集合 (一个二分子图)如图1所示。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,图1 中心页和权威页,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,HITS算法: 给定一个搜索查询q， HITS将根据如下过程搜集页面集合:它将查询q送至搜索引擎。该搜索引擎可以仅使用内容相似度对网页排序， 也可以仅使用PageRank等度量值对网页排序。然后搜集t (在原HITS论文中t = 200)个排名最高的网页， 这些网页的集合W称作根集。然后它通过将指向W内部的网页或者W内部网页指向的外部网页加入W的方式扩充W。 得到更大的网页集合S， 称作基集。     ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,链接图G: HITS对S内部的每个网页进行处理， 赋予每个网页一个权威分值(authority score)和一个中心分值(hub score)。设S中页面的个数为n。我们再次使用 G = (V， E) 表示S的链接图(有向的)。我们用L表示图的邻接矩阵。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,                                                  （1）,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,HITS算法: ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,设网页i 的权威分值为a(i)， 中心分值为h(i)。 两种分值的相互增益关系可以表示为:,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,                                            ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,HITS的矩阵形式:,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,我们用a表示所有权威分值的列向量a = (a(1)， a(2)， …， a(n))T， 并且用h表示所有中心分值的列向量h = (h(1)， h(2)， …， h(n))T，则有，,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,a = LTh,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,h = La,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,HITS的计算：计算权威分值和中心分值的方法基本上与计算分值的所采用的幂迭代方法相同。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,如果我们使用 ak 和 hk 表示第k次迭代中的权威分值和中心分值， 那么得到最终解的迭代公式。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,2 HITS的功能解析,LTL称作HITS的权威矩阵， LLT称作HITS的中心矩阵， 它们不一定是不可约的非周期的随机矩阵。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,HITS算法关键点例子：网络图结点的连接方式如下图2所示。请给出该图的邻接矩阵，以此为基础求取权威矩阵和中心矩阵，并给出求取过程。并以此为基础计算网络中各个节点的迭代终止后的权威性分值及中心性分值。a0=h0=(1，1，1)T;,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,图2 HITS算法关键点,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,邻接矩阵是                    则：,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,   ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,      权威矩阵：,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,      ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,      中心矩阵：,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,  ,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,3 HITS算法的实例,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,4 HITS的特点与应用,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,4 HITS的特点与应用,HITS的优点和缺点：,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,4 HITS的特点与应用,优点: 它根据查询主题来为网页评级， 这样能够提供与查询更加相关的权威页和中心页。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,4 HITS的特点与应用,缺点:容易作弊: 因为在自己的网页上添加大量的指向权威页的链接是很容易的， 所以很容易影响HITS算法。 话题漂移: 在扩充的根集中很多网页可能和搜索话题无关。 查询时低效: 查询时计算是很慢的。 寻找根集， 扩展根集， 然后计算特征向量都是非常费时的操作。,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,4 HITS的特点与应用,,,
第5章 基于内容分析的数据挖掘模型,第4节  HITS,4 HITS的特点与应用,,,
第7章  Java语言,,,,,
第7章  Java语言,第1节  Java的含义,,,,
第7章  Java语言,第1节  Java的含义, Java语言是一种面向对象的编程语言。Java平台由Java虚拟机（Java Virtual Machine，简称JVM）和Java 应用编程接口（Application Programming Interface，简称API）构成。面向对象的语言，分布式的语言，跨平台的语言。,,,
第7章  Java语言,第1节  Java的含义,JAVA可以做什么？基本: Objects， strings， threads， numbers， input and output， data structures， system properties， date and time等。 ,,,
第7章  Java语言,第1节  Java的含义,Applets应用，网络/Web应用: URL/TCP/UDP， JSP/Servlets。,,,
第7章  Java语言,第1节  Java的含义,国际化应用: 实现程序的本地化，并以适当的语言显示。,,,
第7章  Java语言,第1节  Java的含义,安全应用: 电子签名、公钥和私钥管理、访问控制和用户证书等。,,,
第7章  Java语言,第1节  Java的含义,软件构件: JavaBeans，对象串行化: 实现远程方法执行(Remote Method Invocation， RMI)。,,,
第7章  Java语言,第1节  Java的含义,Java数据库连接(Java Database Connectivity， JDBC): 提供统一的方式访问关系型数据库。,,,
第7章  Java语言,第1节  Java的含义,,,,
第7章  Java语言,第2节  Java的特点,,,,
第7章  Java语言,第2节  Java的特点,简单(Simple)：快速学习，具有C/C++相类似的语法，Java不存在指针。,,,
第7章  Java语言,第2节  Java的特点,面向对象(Object oriented)：注重于数据和操作数据的方法，而不是流程，class类是数据和操作数据的方法的集合，类是层次化结构。,,,
第7章  Java语言,第2节  Java的特点,平台独立(Architecture neutral)和可移植(Portable)：Java编译器产生的字节码(bytecode)可运行在异种网络环境中(不同的硬件系统和不同的操作系统)。Java程序在不同的平台中行为一致，不存在数据类型的不一致等现象。,,,
第7章  Java语言,第2节  Java的特点,解释性(Interpreted)：Java编译器生成字节码，Java解释器执行字节码，链接过程简单，仅仅将新的类装载(load)入运行环境。,,,
第7章  Java语言,第2节  Java的特点,健壮(Robust)和安全(Secure)：可靠的语言: compile-time checking和run-time checking，内存管理简单，“new”构造对象，对象释放(automatic garbage collection)，网络环境的应用不会被产生入侵行为，为Java程序构造一个个沙盒(Sandbox)。,,,
第7章  Java语言,第2节  Java的特点,动态(Dynamic)：Java语言在执行的链接(link)阶段是动态的，class类仅在需要时被链接，被链接的代码模块可以有不同的来源，从本地或从网络。,,,
第7章  Java语言,第2节  Java的特点,多线程(Multithreaded)：例: 浏览器应用中，播听音乐/拖动页面/后台下载页面，线程类: java。lang。Thread/Runnable/ThreadGroup等，原语支持: synchronized、wait()、notify()。,,,
第7章  Java语言,第2节  Java的特点,支持网络应用， java。net。*：HTTP应用:  URL类，TCP应用:     Socket类、ServerSocket类，UDP应用: DatagramSocket类、DatagramPacket类。,,,
第7章  Java语言,第2节  Java的特点,高性能(High performance)：解释性的语言，“Just-In-Time” JIT编译器，在运行时将Java字节码转变为机器码，Java HotSpot Compilers。,,,
第7章  Java语言,第2节  Java的特点,Java应用领域，桌面应用 (Java核心、基础)：JavaSE(Java Standard Edition)。企业级应用：JavaEE(Java Enterprise Edition)。手机等移动产品：JavaME(Java Micro Edition)。,,,
第7章  Java语言,第2节  Java的特点,,,,
第7章  Java语言,第3节 面向对象的基本原理,,,,
第7章  Java语言,第3节 面向对象的基本原理,面向对象方法学是面向对象程序设计技术的理论基础。该理论的出发点和基本原则，是尽可能模拟人类习惯的思维方式，使开发软件的方法与人类的认知过程同步，通过对人类认识客观世界及事物发展过程的抽象，建立规范的分析设计方法，由此使程序具有良好的封装性、可读性、可维护性、可重用性等一系列优点。,,,
第7章  Java语言,第3节 面向对象的基本原理,对象:对象就是现实世界中实体在计算机逻辑中的映射和体现。,,,
第7章  Java语言,第3节 面向对象的基本原理,实体都具有一定的属性和行为。 从面向对象的观点来看，所有的面向对象的程序都是由对象构成的。,,,
第7章  Java语言,第3节 面向对象的基本原理,类:类就是具有相同或相似属性和行为的对象的抽象。 在面向对象的程序设计中，类与对象是抽象与具体的关系。 ,,,
第7章  Java语言,第3节 面向对象的基本原理,类的结构：,,,
第7章  Java语言,第3节 面向对象的基本原理,   [<修饰符>] class <类名> [extends <父类名>]   ,,,
第7章  Java语言,第3节 面向对象的基本原理,                     [implements <接口列表>],,,
第7章  Java语言,第3节 面向对象的基本原理,    { 类体,,,
第7章  Java语言,第3节 面向对象的基本原理,        成员变量定义;,,,
第7章  Java语言,第3节 面向对象的基本原理,        成员方法定义;,,,
第7章  Java语言,第3节 面向对象的基本原理,     },,,
第7章  Java语言,第3节 面向对象的基本原理,在类的声明格式中，[ ]内部的内容表示可选的，可以根据需要有选择的进行编写。,,,
第7章  Java语言,第3节 面向对象的基本原理,属性：对象的属性主要用来描述对象的状态。属性用变量来定义。,,,
第7章  Java语言,第3节 面向对象的基本原理,行为：对象的行为又称为对象的操作，主要描述对象内部的各种动态信息。 行为用方法来刻画。,,,
第7章  Java语言,第3节 面向对象的基本原理,封装：就是将事物的内部实现细节隐藏起来，对外提供一致的公共的接口间接访问隐藏数据。优点：使得Java程序具有良好的可维护性，使得代码的重用性大为提高。  ,,,
第7章  Java语言,第3节 面向对象的基本原理,继承：当一个类拥有另一个类的数据和操作时，就称这两个类具有继承关系。被继承的类称为父类或超类，继承父类的类称为子类。 继承有单重继承和多重继承之分。用extends实现，优点：使得面向对象的程序结构清晰，易于理解。 ,,,
第7章  Java语言,第3节 面向对象的基本原理,多态：多态指多种表现形式，就是对象响应外部激励而使其形式发生改变的现象。多态有两种情况：一种是通过类之间继承导致的同名方法覆盖体现的，另一种是通过同一个类中同名方法的重载体现的。  优点：提高了程序的抽象程度和简洁性。 ,,,
第7章  Java语言,第3节 面向对象的基本原理,修饰符,,,
第7章  Java语言,第3节 面向对象的基本原理,图1 Java 修饰符,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第4节 类构造方法 ,（1）构造方法的方法名与类名相同。,,,
第7章  Java语言,第4节 类构造方法 ,（2）构造方法不允许声明返回值。,,,
第7章  Java语言,第4节 类构造方法 ,（3）构造方法的作用是完成对类对象的初始化。,,,
第7章  Java语言,第4节 类构造方法 ,（4）构造方法只能通过new运算符调用，不能通过 ,,,
第7章  Java语言,第4节 类构造方法 ,     对象或类调用。,,,
第7章  Java语言,第4节 类构造方法 ,（5）一个类可以定义多个构造方法。 ,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第4节 类构造方法 ,构造方法的作用：,,,
第7章  Java语言,第4节 类构造方法 ,（1）为每个新建的对象赋初始值，从而保证每一个新建的对象处于合理正常的状态。,,,
第7章  Java语言,第4节 类构造方法 ,（2）引入更多的灵活度，使得初始化工作不仅仅包括成员变量的赋值，还可以有更复杂的操作。 ,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第4节 类构造方法 ,包的概念 ,,,
第7章  Java语言,第4节 类构造方法 ,为了方便管理，通常将需要在一起工作的类放在一个包中。只要包名是惟一的，那么包中的类就有了惟一的类全名。,,,
第7章  Java语言,第4节 类构造方法 ,包的引入解决了类名冲突问题。 ,,,
第7章  Java语言,第4节 类构造方法 ,包是一种多层次的组织结构，其成员有子包、类和接口。 ,,,
第7章  Java语言,第4节 类构造方法 ,创建包 ,,,
第7章  Java语言,第4节 类构造方法 ,      创建包需要使用关键字package，其一般的格式和语法为：package 包名；,,,
第7章  Java语言,第4节 类构造方法 ,      这条语句必须位于源文件的第一行，并且在同一个源文件中只能编写一条package语句。 ,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第4节 类构造方法 ,导入需要的使用的类  利用import关键字，将需要使用的类导入到当前程序中。,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第4节 类构造方法 ,导入整个包,,,
第7章  Java语言,第4节 类构造方法 ,      包中的所有的类都被加载到当前文件中。,,,
第7章  Java语言,第4节 类构造方法 ,      例如：,,,
第7章  Java语言,第4节 类构造方法 ,      import schools。*;,,,
第7章  Java语言,第4节 类构造方法 ,      所有的Java程序自动导入java。lang包，因此，import java。lang。*语句可以省略不写。另外编译器在查找需要的类时有特定的查找顺序，先是Java基本类库中的类，后是用户自定义的类。,,,
第7章  Java语言,第4节 类构造方法 ,,,,
第7章  Java语言,第5节 Java程序的基本结构,,,,
第7章  Java语言,第5节 Java程序的基本结构,"HelloWorld: 在控制台打印字符串“Hello World""",,,
第7章  Java语言,第5节 Java程序的基本结构,public   class HelloWorld{,,,
第7章  Java语言,第5节 Java程序的基本结构,  public static void main(String[] args){,,,
第7章  Java语言,第5节 Java程序的基本结构,"    System。out。println(""Hello World!"");",,,
第7章  Java语言,第5节 Java程序的基本结构,  },,,
第7章  Java语言,第5节 Java程序的基本结构,},,,
第7章  Java语言,第5节 Java程序的基本结构,,,,
第7章  Java语言,第5节 Java程序的基本结构,"Java程序的基本组成是""类""(使用class声明)，方法不可以单独存在",,,
第7章  Java语言,第5节 Java程序的基本结构,类体和方法体都是在一对大括号中(即 { 和 } 之间)定义的,,,
第7章  Java语言,第5节 Java程序的基本结构,每条语句要以分号结束,,,
第7章  Java语言,第5节 Java程序的基本结构,程序从 main()方法开始执行,,,
第7章  Java语言,第5节 Java程序的基本结构,要注意main方法的形式,,,
第7章  Java语言,第5节 Java程序的基本结构,public static void main(String[] args){ },,,
第7章  Java语言,第5节 Java程序的基本结构,,,,
第7章  Java语言,第5节 Java程序的基本结构,开发java程序的步骤：,,,
第7章  Java语言,第5节 Java程序的基本结构,,,,
第7章  Java语言,第5节 Java程序的基本结构,,,,
第7章  Java语言,第5节 Java程序的基本结构,图1 java程序的步骤,,,
第7章  Java语言,第5节 Java程序的基本结构,,,,
第7章  Java语言,第6节 Java运行原理,,,,
第7章  Java语言,第6节 Java运行原理,,,,
第7章  Java语言,第6节 Java运行原理,,,,
第7章  Java语言,第6节 Java运行原理,搭建Java开发环境之前，先认识几个概念,,,
第7章  Java语言,第6节 Java运行原理,JDK(Java Development Kit)：,,,
第7章  Java语言,第6节 Java运行原理,   Java开发工具箱,,,
第7章  Java语言,第6节 Java运行原理,JRE(Java Runtime Environment)：,,,
第7章  Java语言,第6节 Java运行原理,   Java运行时环境,,,
第7章  Java语言,第6节 Java运行原理,JVM(Java Virtual Machine)：,,,
第7章  Java语言,第6节 Java运行原理,   Java虚拟机,,,
第7章  Java语言,第6节 Java运行原理,,,,
第7章  Java语言,第6节 Java运行原理,JDK目录：,,,
第7章  Java语言,第6节 Java运行原理,bin: 包括编译器、解释器和一些工具 ,,,
第7章  Java语言,第6节 Java运行原理,demo: 包括各种演示例子,,,
第7章  Java语言,第6节 Java运行原理,include: Win32字目录，是本地方法文件,,,
第7章  Java语言,第6节 Java运行原理,jre:是java程序运行环境的根目录 ,,,
第7章  Java语言,第6节 Java运行原理,lib:目录下都是库文件,,,
第7章  Java语言,第6节 Java运行原理,,,,
第7章  Java语言,第7节 Java 相关概念,,,,
第7章  Java语言,第7节 Java 相关概念,注释：,,,
第7章  Java语言,第7节 Java 相关概念,注释,,,
第7章  Java语言,第7节 Java 相关概念,块注释(/*注释的内容*/),,,
第7章  Java语言,第7节 Java 相关概念,行注释(//注释内容),,,
第7章  Java语言,第7节 Java 相关概念,文档的注释(/** 注释的内容*/),,,
第7章  Java语言,第7节 Java 相关概念,,,,
第7章  Java语言,第7节 Java 相关概念,包：库单元,,,
第7章  Java语言,第7节 Java 相关概念,包(package)：命名空间，避免命名冲突,,,
第7章  Java语言,第7节 Java 相关概念,必须放在源程序的除注释外的第一行,,,
第7章  Java语言,第7节 Java 相关概念,包的名称就像是我们的姓，而class 名称就像是我们的名字,,,
第7章  Java语言,第7节 Java 相关概念,如 java。lang。String,,,
第7章  Java语言,第7节 Java 相关概念,如果希望自己的类从属于一个包，可以使用package,,,
第7章  Java语言,第7节 Java 相关概念,,,,
第7章  Java语言,第7节 Java 相关概念,Import：,,,
第7章  Java语言,第7节 Java 相关概念,引用包(import),,,
第7章  Java语言,第7节 Java 相关概念,import语句，必须位于package和类声明之间,,,
第7章  Java语言,第7节 Java 相关概念,默认会引入java。lang包,,,
第7章  Java语言,第7节 Java 相关概念,import语名的唯一价值是减少键入,,,
第7章  Java语言,第7节 Java 相关概念,import导入声明可分为两种:,,,
第7章  Java语言,第7节 Java 相关概念,"单类型导入(single-type-import) 
例:import  java。util。ArrayList",,,
第7章  Java语言,第7节 Java 相关概念,"按需类型导入(type-import-on-demand) 
例:import  java。util。*",,,
第7章  Java语言,第7节 Java 相关概念,,,,
第7章  Java语言,第8节 Java程序的种类,,,,
第7章  Java语言,第8节 Java程序的种类,,,,
第7章  Java语言,第8节 Java程序的种类,Java应用程序(Java Application),,,
第7章  Java语言,第8节 Java程序的种类,独立的Java程序,,,
第7章  Java语言,第8节 Java程序的种类,程序入口方法: public static void main(String[] args) { … },,,
第7章  Java语言,第8节 Java程序的种类,,,,
第7章  Java语言,第8节 Java程序的种类,Java小应用程序(Java Applet）,,,
第7章  Java语言,第8节 Java程序的种类,在Web浏览器中运行(内嵌Java虚拟机),,,
第7章  Java语言,第8节 Java程序的种类,特定标记,,,
第7章  Java语言,第8节 Java程序的种类,"	<APPLET CODE=""HelloWorld。class"" WIDTH=150 HEIGHT=25> </APPLET>",,,
第7章  Java语言,第8节 Java程序的种类,,,,
第7章  Java语言,第8节 Java程序的种类,Java源程序,,,
第7章  Java语言,第8节 Java程序的种类,文件扩展名为“。java”,,,
第7章  Java语言,第8节 Java程序的种类,Java字节码程序,,,
第7章  Java语言,第8节 Java程序的种类,编译器自动生成,,,
第7章  Java语言,第8节 Java程序的种类,文件扩展名为“。class”,,,
第7章  Java语言,第8节 Java程序的种类,定义类文件,,,
第7章  Java语言,第8节 Java程序的种类,关键字class－表示要定义一个类(模板)，包含数据变量和方法,,,
第7章  Java语言,第8节 Java程序的种类,关键字import－表示引入程序外部定义的类， 相当于C语言中的include。 ,,,
第7章  Java语言,第8节 Java程序的种类,类名称与Java源程序名一致,,,
第7章  Java语言,第8节 Java程序的种类,一个java源程序是由若干个类组成，一个类中可有很多方法，每个Java应用程序必须有且只能有一个类含有main方法，程序执行的入口，main所在的这个类成为主类。,,,
第7章  Java语言,第8节 Java程序的种类,书写规范,,,
第7章  Java语言,第8节 Java程序的种类,花括号对“{}”－类，方法,,,
第7章  Java语言,第8节 Java程序的种类,语句分号“;”结尾,,,
第7章  Java语言,第8节 Java程序的种类,对齐和缩进,,,
第7章  Java语言,第8节 Java程序的种类,区分大小写,,,
第7章  Java语言,第8节 Java程序的种类,,,,
第7章  Java语言,第9节 Java编程语言,,,,
第7章  Java语言,第9节 Java编程语言,1标识符和关键字,,,
第7章  Java语言,第9节 Java编程语言,1标识符和关键字,标识符,,
第7章  Java语言,第9节 Java编程语言,1标识符和关键字,   用来标识类名、变量名、方法名、类型名、数组名、文件名的有效字符序列称为标识符。Java语言规定标识符由字母、下划线、美元符号和数字组成，并且第一个字符不能是数字。标识符中的字母是区分大小写的，Beijing 和beijing是不同的标识符。,,
第7章  Java语言,第9节 Java编程语言,1标识符和关键字,关键字,,
第7章  Java语言,第9节 Java编程语言,1标识符和关键字,  关键字就是Java语言中已经被赋予特定意义的一些单词，它们在程序上有着不同的用途，不可以把关键词作为名字来用。,,
第7章  Java语言,第9节 Java编程语言,1标识符和关键字,,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,Java语言有8种简单数据类型：,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,boolean、byte、short、int、long、float、double、char,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,可分为四大类型,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,逻辑类型：boolean,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,字符类型：char,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,整数类型：byte、short、int、long,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,浮点类型：float、double,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,Char型 ,,
第7章  Java语言,第9节 Java编程语言,2基本数据类型,常量：Java使用unicode字符集，uincode表中的字符就是一个字符常量，字符常量需使用单引号扩起,,
